Tipo,Codi,Nombre,Codigo Barras,Codigo Oem,Descripcion,Estado,Moneda,Costo Interno,Precio,Iva,Precio Final,Rentabilidad,Stock,Stock Reservado,Stock Disponible,Stock Minimo,Visible En Ventas,Rubro,Sub Rubro,Proveedor,Observaciones,CC Compras,CC Ventas,CC Mercaderia
Producto,G7F21K561SH,ML75 STRETCH STRIPE POLO SHARK XL,,,,Activo,$,0.0,17043.74,0,17043.74,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560BL,ML75 STRETCH TRIUMPH POLO BLACK L,,,,Activo,$,0.0,16276.3,0,16276.3,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560BL,ML75 STRETCH TRIUMPH POLO BLACK M,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560BL,ML75 STRETCH TRIUMPH POLO BLACK S,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560B,ML75 STRETCH TRIUMPH POLO BLUE L,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560B,ML75 STRETCH TRIUMPH POLO BLUE M,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560B,ML75 STRETCH TRIUMPH POLO BLUE S,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560BL,ML75 STRETCH TRIUMPH POLO BLUE XL,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560MI,ML75 STRETCH TRIUMPH POLO MIDNIGHT L,,,,Activo,$,0.0,16276.3,0,16276.3,0,"1,00","0,00","1,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560MI,ML75 STRETCH TRIUMPH POLO MIDNIGHT M,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560MI,ML75 STRETCH TRIUMPH POLO MIDNIGHT S,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560MID,ML75 STRETCH TRIUMPH POLO MIDNIGHT XL,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560RED,ML75 STRETCH TRIUMPH POLO RED WOOD L,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560RED,ML75 STRETCH TRIUMPH POLO RED WOOD M,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560RED,ML75 STRETCH TRIUMPH POLO RED WOOD S,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K560REDW,ML75 STRETCH TRIUMPH POLO RED WOOD XL,,,,Activo,$,0.0,16276.3,0,16276.3,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7F21K960MIH,NIGHTSKY 1/4 ZIP MIDNIGHT HEATHER LARGE,,,,Activo,$,41588.0,32378.38,21,39177.84,0,"23,00","0,00","23,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K960MIH,NIGHTSKY 1/4 ZIP MIDNIGHT HEATHER MEDIUM,,,,Activo,$,41588.0,32378.38,21,39177.84,0,"16,00","0,00","16,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K960MIH,NIGHTSKY 1/4 ZIP MIDNIGHT HEATHER SMALL,,,,Activo,$,41588.0,32378.38,21,39177.84,0,"8,00","0,00","8,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K960MIHE,NIGHTSKY 1/4 ZIP MIDNIGHT HEATHER XLARGE,,,,Activo,$,41588.0,32378.38,21,39177.84,0,"7,00","0,00","7,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K960MIHE2,NIGHTSKY 1/4 ZIP MIDNIGHT HEATHER XXLARGE,,,,Activo,$,41588.0,32378.38,21,39177.84,0,"2,00","0,00","2,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,B16006,PARAGUAS DC 64 IN,888167500256.0,,,Activo,$,31090.04,49944.44,21,60432.77,0,"275,00","0,00","275,00",0,SI,PARAGUAS,,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K564MI,PATRIOT POLO MIDNIGHT LARGE,,,,Activo,$,30488.0,21351.35,21,25835.13,0,"20,00","0,00","20,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K564MI,PATRIOT POLO MIDNIGHT MEDIUM,,,,Activo,$,30488.0,21351.35,21,25835.13,0,"16,00","0,00","16,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K564MI,PATRIOT POLO MIDNIGHT SMALL,,,,Activo,$,30488.0,21351.35,21,25835.13,0,"8,00","0,00","8,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K564MID,PATRIOT POLO MIDNIGHT XLARGE,,,,Activo,$,30488.0,21351.35,21,25835.13,0,"8,00","0,00","8,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7F21K564MID2,PATRIOT POLO MIDNIGHT XXLARGE,,,,Activo,$,30488.0,21351.35,21,25835.13,0,"2,00","0,00","2,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Servicio,TALLE,PEGADO DE SLEEVE NUEVO,,,,Activo,$,0.0,2880.0,0,2880.0,0,,,,0,SI,,,,,,,
Producto,G7S9K475BTR,PROTEK ML75 MICROLUX 2B SOLID POLO BRITISH RED LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475BTR,PROTEK ML75 MICROLUX 2B SOLID POLO BRITISH RED MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"20,00","0,00","20,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475BTR,PROTEK ML75 MICROLUX 2B SOLID POLO BRITISH RED SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475BTRD,PROTEK ML75 MICROLUX 2B SOLID POLO BRITISH RED XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475BTRD2,PROTEK ML75 MICROLUX 2B SOLID POLO BRITISH RED XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475EVG,PROTEK ML75 MICROLUX 2B SOLID POLO EVERGREEN LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475EVG,PROTEK ML75 MICROLUX 2B SOLID POLO EVERGREEN MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475EVG,PROTEK ML75 MICROLUX 2B SOLID POLO EVERGREEN SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475EVGR,PROTEK ML75 MICROLUX 2B SOLID POLO EVERGREEN XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475EVGR2,PROTEK ML75 MICROLUX 2B SOLID POLO EVERGREEN XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475NV,PROTEK ML75 MICROLUX 2B SOLID POLO NAVY LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475NV,PROTEK ML75 MICROLUX 2B SOLID POLO NAVY MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475NV,PROTEK ML75 MICROLUX 2B SOLID POLO NAVY SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475NVY,PROTEK ML75 MICROLUX 2B SOLID POLO NAVY XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475NVY2,PROTEK ML75 MICROLUX 2B SOLID POLO NAVY XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475SEB,PROTEK ML75 MICROLUX 2B SOLID POLO SEASIDE BLUE LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475SEB,PROTEK ML75 MICROLUX 2B SOLID POLO SEASIDE BLUE MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475SEB,PROTEK ML75 MICROLUX 2B SOLID POLO SEASIDE BLUE SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475SEBE,PROTEK ML75 MICROLUX 2B SOLID POLO SEASIDE BLUE XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475SEBE2,PROTEK ML75 MICROLUX 2B SOLID POLO SEASIDE BLUE XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475WAM,PROTEK ML75 MICROLUX 2B SOLID POLO WATERMINT LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"50,00","0,00","50,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475WAM,PROTEK ML75 MICROLUX 2B SOLID POLO WATERMINT MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475WAM,PROTEK ML75 MICROLUX 2B SOLID POLO WATERMINT SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475WAMT,PROTEK ML75 MICROLUX 2B SOLID POLO WATERMINT XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"20,00","0,00","20,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475WAMT2,PROTEK ML75 MICROLUX 2B SOLID POLO WATERMINT XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"4,00","0,00","4,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475WH,PROTEK ML75 MICROLUX 2B SOLID POLO WHITE LARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"47,00","0,00","47,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475WH,PROTEK ML75 MICROLUX 2B SOLID POLO WHITE MEDIUM,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"28,00","0,00","28,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K475WH,PROTEK ML75 MICROLUX 2B SOLID POLO WHITE SMALL,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475WHT,PROTEK ML75 MICROLUX 2B SOLID POLO WHITE XLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"0,00","0,00","0,00",0,SI,NORMAN,MEN S TOPS,,,,,
Producto,G7S9K475WHT2,PROTEK ML75 MICROLUX 2B SOLID POLO WHITE XXLARGE,,,,Activo,$,19832.0,15945.95,21,19294.6,0,"5,00","0,00","5,00",0,SI,NORMAN,MEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G7S9K901B,PROTEK ML75 MICROLUX BLK L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"25,00","0,00","25,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901B,PROTEK ML75 MICROLUX BLK M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"0,00","0,00","0,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901B,PROTEK ML75 MICROLUX BLK S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901BL,PROTEK ML75 MICROLUX BLK XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"7,00","0,00","7,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901N,PROTEK ML75 MICROLUX NVY L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"25,00","0,00","25,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901N,PROTEK ML75 MICROLUX NVY M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"20,00","0,00","20,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901N,PROTEK ML75 MICROLUX NVY S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901NV,PROTEK ML75 MICROLUX NVY XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901NVX,PROTEK ML75 MICROLUX NVY XXL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420C,PROTEK ML75 MICROLUX STRIPE CRNB L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420C,PROTEK ML75 MICROLUX STRIPE CRNB M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"7,00","0,00","7,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420C,PROTEK ML75 MICROLUX STRIPE CRNB S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420CR,PROTEK ML75 MICROLUX STRIPE CRNB XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420N,PROTEK ML75 MICROLUX STRIPE NVY L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"14,00","0,00","14,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420N,PROTEK ML75 MICROLUX STRIPE NVY M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420N,PROTEK ML75 MICROLUX STRIPE NVY S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"4,00","0,00","4,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420NV,PROTEK ML75 MICROLUX STRIPE NVY XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"5,00","0,00","5,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX STRIPE WAMT M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"7,00","0,00","7,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX STRIPE WAMT S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420WA,PROTEK ML75 MICROLUX STRIPE WAMT XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"1,00","0,00","1,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX STRIPE WHT L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX STRIPE WHT M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"7,00","0,00","7,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX STRIPE WHT S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420WH,PROTEK ML75 MICROLUX STRIPE WHT XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"3,00","0,00","3,00",0,SI,NORMAN,,,,,,
Producto,G7F21K420W,PROTEK ML75 MICROLUX WAMT L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"11,00","0,00","11,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901W,PROTEK ML75 MICROLUX WHT L,,,,Activo,$,0.0,14396.7,0,14396.7,0,"25,00","0,00","25,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901W,PROTEK ML75 MICROLUX WHT M,,,,Activo,$,0.0,14396.7,0,14396.7,0,"20,00","0,00","20,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901W,PROTEK ML75 MICROLUX WHT S,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901WH,PROTEK ML75 MICROLUX WHT XL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G7S9K901WHX,PROTEK ML75 MICROLUX WHT XXL,,,,Activo,$,0.0,14396.7,0,14396.7,0,"2,00","0,00","2,00",0,SI,NORMAN,,,,,,
Producto,G251H525BL,PULL ON SHORT BLACK LARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525BL,PULL ON SHORT BLACK MEDIUM,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525BL,PULL ON SHORT BLACK SMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525BLK,PULL ON SHORT BLACK XLARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525BLK,PULL ON SHORT BLACK XSMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525NV,PULL ON SHORT NAVY LARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525NV,PULL ON SHORT NAVY MEDIUM,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525NV,PULL ON SHORT NAVY SMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525NVY,PULL ON SHORT NAVY XLARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525NVY,PULL ON SHORT NAVY XSMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525WH,PULL ON SHORT WHITE LARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525WH,PULL ON SHORT WHITE MEDIUM,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525WH,PULL ON SHORT WHITE SMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525WHT,PULL ON SHORT WHITE XLARGE,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G251H525WHT,PULL ON SHORT WHITE XSMALL,,,,Activo,$,29422.4,23189.19,21,28058.92,0,"0,00","0,00","0,00",0,SI,NORMAN,WOMEN S BOTTOMS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70345,PUTTER SPIDER  EX NVY/WHT SB 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70467,PUTTER SPIDER  GT MAX 34IN,,,,Activo,$,212153.62,358024.69,21,433209.87,0,"1,00","0,00","1,00",0,SI,PUTTER,GTX & GT MAX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70342,PUTTER SPIDER EX NVY/WHT #3 33IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70342,PUTTER SPIDER EX NVY/WHT #3 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70342,PUTTER SPIDER EX NVY/WHT #3 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70345,PUTTER SPIDER EX NVY/WHT SB 33IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70345,PUTTER SPIDER EX NVY/WHT SB 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,PSEXPW3,PUTTER SPIDER EX PLAT/WHT #3 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,,,,,
Producto,M70348,PUTTER SPIDER EX PLAT/WHT #3 35IN,,,,Activo,$,135266.0,193209.88,21,233783.95,0,"2,00","0,00","2,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70386,PUTTER SPIDER EX PLAT/WHT #9 33IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70386,PUTTER SPIDER EX PLAT/WHT #9 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70386,PUTTER SPIDER EX PLAT/WHT #9 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70351,PUTTER SPIDER EX PLAT/WHT SB 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70351,PUTTER SPIDER EX PLAT/WHT SB 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70354,PUTTER SPIDER EX WHT #3 33IN,,,,Activo,$,32414.6,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70354,PUTTER SPIDER EX WHT #3 34IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,,,,,
Producto,M70354,PUTTER SPIDER EX WHT #3 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70421,PUTTER SPIDER EX WHT #9 33IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70421,PUTTER SPIDER EX WHT #9 34IN,,,,Activo,$,123437.34,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70422,PUTTER SPIDER EX WHT #9 34IN LEFT,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,,,,,
Producto,M70421,PUTTER SPIDER EX WHT #9 35IN,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M70422,PUTTER SPIDER EX WHT #9 35IN LEFT,,,,Activo,$,32414.58,63271.6,21,76558.64,0,"0,00","0,00","0,00",0,SI,PUTTER,EX,TAYLOR MADE GOLF COMPANY INC.,,,,
